revenue_id,origination_id,partner_id,recognition_period,revenue_recognized_usd,cumulative_revenue_recognized_usd,recognition_method
REV-0000546,ORG-200180,PTR-004,2024-04,268.03,1072.12,straight_line_fee_recognition
REV-0000547,ORG-200180,PTR-004,2024-05,268.03,1340.15,straight_line_fee_recognition
REV-0000548,ORG-200181,PTR-002,2025-11,846.61,846.61,straight_line_fee_recognition
REV-0000549,ORG-200181,PTR-002,2025-12,846.61,1693.22,straight_line_fee_recognition
REV-0000550,ORG-200181,PTR-002,2026-01,846.61,2539.83,straight_line_fee_recognition
REV-0000551,ORG-200181,PTR-002,2026-02,846.61,3386.44,straight_line_fee_recognition
REV-0000552,ORG-200181,PTR-002,2026-03,846.61,4233.05,straight_line_fee_recognition
REV-0000553,ORG-200181,PTR-002,2026-04,846.61,5079.66,straight_line_fee_recognition
REV-0000554,ORG-200181,PTR-002,2026-05,846.61,5926.27,straight_line_fee_recognition
REV-0000555,ORG-200182,PTR-004,2023-05,1183.05,1183.05,straight_line_fee_recognition
REV-0000556,ORG-200182,PTR-004,2023-06,1183.05,2366.1,straight_line_fee_recognition
REV-0000557,ORG-200182,PTR-004,2023-07,1183.05,3549.15,straight_line_fee_recognition
REV-0000558,ORG-200182,PTR-004,2023-08,1183.05,4732.2,straight_line_fee_recognition
REV-0000559,ORG-200183,PTR-001,2022-04,3627.32,3627.32,straight_line_fee_recognition
REV-0000560,ORG-200183,PTR-001,2022-05,3627.32,7254.64,straight_line_fee_recognition
REV-0000561,ORG-200183,PTR-001,2022-06,3627.32,10881.96,straight_line_fee_recognition
REV-0000562,ORG-200184,PTR-005,2024-07,1426.19,1426.19,straight_line_fee_recognition
REV-0000563,ORG-200184,PTR-005,2024-08,1426.19,2852.38,straight_line_fee_recognition
REV-0000564,ORG-200184,PTR-005,2024-09,1426.19,4278.57,straight_line_fee_recognition
REV-0000565,ORG-200185,PTR-003,2025-10,731.65,731.65,straight_line_fee_recognition
REV-0000566,ORG-200185,PTR-003,2025-11,731.65,1463.3,straight_line_fee_recognition
REV-0000567,ORG-200185,PTR-003,2025-12,731.65,2194.95,straight_line_fee_recognition
REV-0000568,ORG-200185,PTR-003,2026-01,731.65,2926.6,straight_line_fee_recognition
REV-0000569,ORG-200185,PTR-003,2026-02,731.65,3658.25,straight_line_fee_recognition
REV-0000570,ORG-200185,PTR-003,2026-03,731.65,4389.9,straight_line_fee_recognition
REV-0000571,ORG-200186,PTR-004,2023-05,2966.2,2966.2,straight_line_fee_recognition
REV-0000572,ORG-200186,PTR-004,2023-06,2966.2,5932.4,straight_line_fee_recognition
REV-0000573,ORG-200186,PTR-004,2023-07,2966.2,8898.6,straight_line_fee_recognition
REV-0000574,ORG-200186,PTR-004,2023-08,2966.2,11864.8,straight_line_fee_recognition
REV-0000575,ORG-200186,PTR-004,2023-08,2966.2,14831.0,straight_line_fee_recognition
REV-0000576,ORG-200186,PTR-004,2023-09,2966.2,17797.2,straight_line_fee_recognition
REV-0000577,ORG-200186,PTR-004,2023-10,2966.2,20763.4,straight_line_fee_recognition
REV-0000578,ORG-200186,PTR-004,2023-11,2966.2,23729.6,straight_line_fee_recognition
REV-0000579,ORG-200187,PTR-006,2025-02,309.67,309.67,straight_line_fee_recognition
REV-0000580,ORG-200187,PTR-006,2025-03,309.67,619.34,straight_line_fee_recognition
REV-0000581,ORG-200188,PTR-001,2023-01,135.64,135.64,straight_line_fee_recognition
REV-0000582,ORG-200188,PTR-001,2023-02,135.64,271.28,straight_line_fee_recognition
REV-0000583,ORG-200188,PTR-001,2023-03,135.64,406.92,straight_line_fee_recognition
REV-0000584,ORG-200188,PTR-001,2023-04,135.64,542.56,straight_line_fee_recognition
REV-0000585,ORG-200188,PTR-001,2023-05,135.64,678.2,straight_line_fee_recognition
REV-0000586,ORG-200188,PTR-001,2023-06,135.64,813.84,straight_line_fee_recognition
REV-0000587,ORG-200189,PTR-002,2025-11,3179.83,3179.83,straight_line_fee_recognition
REV-0000588,ORG-200189,PTR-002,2025-12,3179.83,6359.66,straight_line_fee_recognition
REV-0000589,ORG-200189,PTR-002,2026-01,3179.83,9539.49,straight_line_fee_recognition
REV-0000590,ORG-200189,PTR-002,2026-02,3179.83,12719.32,straight_line_fee_recognition
REV-0000591,ORG-200189,PTR-002,2026-03,3179.83,15899.15,straight_line_fee_recognition
REV-0000592,ORG-200189,PTR-002,2026-04,3179.83,19078.98,straight_line_fee_recognition
REV-0000593,ORG-200189,PTR-002,2026-05,3179.83,22258.81,straight_line_fee_recognition
REV-0000594,ORG-200190,PTR-006,2026-04,997.24,997.24,straight_line_fee_recognition
REV-0000595,ORG-200190,PTR-006,2026-05,997.24,1994.48,straight_line_fee_recognition
REV-0000596,ORG-200190,PTR-006,2026-05,997.24,2991.72,straight_line_fee_recognition
REV-0000597,ORG-200191,PTR-006,2024-10,711.88,711.88,straight_line_fee_recognition
REV-0000598,ORG-200191,PTR-006,2024-11,711.88,1423.76,straight_line_fee_recognition
REV-0000599,ORG-200191,PTR-006,2024-12,711.88,2135.64,straight_line_fee_recognition
REV-0000600,ORG-200192,PTR-006,2023-04,1449.86,1449.86,straight_line_fee_recognition
REV-0000601,ORG-200192,PTR-006,2023-05,1449.86,2899.72,straight_line_fee_recognition
REV-0000602,ORG-200192,PTR-006,2023-06,1449.86,4349.58,straight_line_fee_recognition
REV-0000603,ORG-200193,PTR-004,2022-01,2597.62,2597.62,straight_line_fee_recognition
REV-0000604,ORG-200193,PTR-004,2022-02,2597.62,5195.24,straight_line_fee_recognition
REV-0000605,ORG-200193,PTR-004,2022-03,2597.62,7792.86,straight_line_fee_recognition
REV-0000606,ORG-200193,PTR-004,2022-04,2597.62,10390.48,straight_line_fee_recognition
REV-0000607,ORG-200193,PTR-004,2022-05,2597.62,12988.1,straight_line_fee_recognition
REV-0000608,ORG-200193,PTR-004,2022-06,2597.62,15585.72,straight_line_fee_recognition
REV-0000609,ORG-200194,PTR-004,2024-05,1676.89,1676.89,straight_line_fee_recognition
REV-0000610,ORG-200194,PTR-004,2024-06,1676.89,3353.78,straight_line_fee_recognition
REV-0000611,ORG-200194,PTR-004,2024-07,1676.89,5030.67,straight_line_fee_recognition
REV-0000612,ORG-200195,PTR-002,2022-09,952.13,952.13,straight_line_fee_recognition
REV-0000613,ORG-200195,PTR-002,2022-10,952.13,1904.26,straight_line_fee_recognition
REV-0000614,ORG-200195,PTR-002,2022-11,952.13,2856.39,straight_line_fee_recognition
REV-0000615,ORG-200196,PTR-004,2022-07,296.9,296.9,straight_line_fee_recognition
REV-0000616,ORG-200196,PTR-004,2022-08,296.9,593.8,straight_line_fee_recognition
REV-0000617,ORG-200197,PTR-001,2025-04,1807.49,1807.49,straight_line_fee_recognition
REV-0000618,ORG-200197,PTR-001,2025-05,1807.49,3614.98,straight_line_fee_recognition
REV-0000619,ORG-200197,PTR-001,2025-06,1807.49,5422.47,straight_line_fee_recognition
REV-0000620,ORG-200197,PTR-001,2025-07,1807.49,7229.96,straight_line_fee_recognition
REV-0000621,ORG-200198,PTR-002,2024-06,1684.56,1684.56,straight_line_fee_recognition
REV-0000622,ORG-200198,PTR-002,2024-07,1684.56,3369.12,straight_line_fee_recognition
REV-0000623,ORG-200199,PTR-006,2024-05,3365.57,3365.57,straight_line_fee_recognition
REV-0000624,ORG-200199,PTR-006,2024-06,3365.57,6731.14,straight_line_fee_recognition
REV-0000625,ORG-200200,PTR-006,2025-09,304.35,304.35,straight_line_fee_recognition
REV-0000626,ORG-200200,PTR-006,2025-10,304.35,608.7,straight_line_fee_recognition
REV-0000627,ORG-200200,PTR-006,2025-11,304.35,913.05,straight_line_fee_recognition
REV-0000628,ORG-200200,PTR-006,2025-12,304.35,1217.4,straight_line_fee_recognition
REV-0000629,ORG-200200,PTR-006,2026-01,304.35,1521.75,straight_line_fee_recognition
REV-0000630,ORG-200200,PTR-006,2026-02,304.35,1826.1,straight_line_fee_recognition
REV-0000631,ORG-200201,PTR-006,2024-06,1879.97,1879.97,straight_line_fee_recognition
REV-0000632,ORG-200201,PTR-006,2024-07,1879.97,3759.94,straight_line_fee_recognition
REV-0000633,ORG-200201,PTR-006,2024-08,1879.97,5639.91,straight_line_fee_recognition
REV-0000634,ORG-200201,PTR-006,2024-09,1879.97,7519.88,straight_line_fee_recognition
REV-0000635,ORG-200201,PTR-006,2024-10,1879.97,9399.85,straight_line_fee_recognition
REV-0000636,ORG-200201,PTR-006,2024-11,1879.97,11279.82,straight_line_fee_recognition
REV-0000637,ORG-200201,PTR-006,2024-12,1879.97,13159.79,straight_line_fee_recognition
REV-0000638,ORG-200202,PTR-003,2024-02,2340.7,2340.7,straight_line_fee_recognition
REV-0000639,ORG-200202,PTR-003,2024-03,2340.7,4681.4,straight_line_fee_recognition
REV-0000640,ORG-200202,PTR-003,2024-04,2340.7,7022.1,straight_line_fee_recognition
REV-0000641,ORG-200202,PTR-003,2024-05,2340.7,9362.8,straight_line_fee_recognition
REV-0000642,ORG-200202,PTR-003,2024-06,2340.7,11703.5,straight_line_fee_recognition
REV-0000643,ORG-200203,PTR-002,2022-09,1909.53,1909.53,straight_line_fee_recognition
REV-0000644,ORG-200203,PTR-002,2022-10,1909.53,3819.06,straight_line_fee_recognition
REV-0000645,ORG-200203,PTR-002,2022-11,1909.53,5728.59,straight_line_fee_recognition
REV-0000646,ORG-200203,PTR-002,2022-12,1909.53,7638.12,straight_line_fee_recognition
REV-0000647,ORG-200203,PTR-002,2023-01,1909.53,9547.65,straight_line_fee_recognition
REV-0000648,ORG-200203,PTR-002,2023-02,1909.53,11457.18,straight_line_fee_recognition
REV-0000649,ORG-200204,PTR-005,2023-01,4694.57,4694.57,straight_line_fee_recognition
REV-0000650,ORG-200204,PTR-005,2023-02,4694.57,9389.14,straight_line_fee_recognition
REV-0000651,ORG-200204,PTR-005,2023-03,4694.57,14083.71,straight_line_fee_recognition
REV-0000652,ORG-200204,PTR-005,2023-04,4694.57,18778.28,straight_line_fee_recognition
REV-0000653,ORG-200205,PTR-001,2024-07,1636.12,1636.12,straight_line_fee_recognition
REV-0000654,ORG-200205,PTR-001,2024-08,1636.12,3272.24,straight_line_fee_recognition
REV-0000655,ORG-200206,PTR-002,2023-05,1474.98,1474.98,straight_line_fee_recognition
REV-0000656,ORG-200206,PTR-002,2023-06,1474.98,2949.96,straight_line_fee_recognition
REV-0000657,ORG-200206,PTR-002,2023-07,1474.98,4424.94,straight_line_fee_recognition
REV-0000658,ORG-200206,PTR-002,2023-08,1474.98,5899.92,straight_line_fee_recognition
REV-0000659,ORG-200207,PTR-001,2022-06,1642.56,1642.56,straight_line_fee_recognition
REV-0000660,ORG-200207,PTR-001,2022-07,1642.56,3285.12,straight_line_fee_recognition
REV-0000661,ORG-200207,PTR-001,2022-08,1642.56,4927.68,straight_line_fee_recognition
REV-0000662,ORG-200208,PTR-002,2023-01,532.28,532.28,straight_line_fee_recognition
REV-0000663,ORG-200208,PTR-002,2023-02,532.28,1064.56,straight_line_fee_recognition
REV-0000664,ORG-200208,PTR-002,2023-03,532.28,1596.84,straight_line_fee_recognition
REV-0000665,ORG-200208,PTR-002,2023-04,532.28,2129.12,straight_line_fee_recognition
REV-0000666,ORG-200208,PTR-002,2023-05,532.28,2661.4,straight_line_fee_recognition
REV-0000667,ORG-200209,PTR-002,2023-02,398.26,398.26,straight_line_fee_recognition
REV-0000668,ORG-200209,PTR-002,2023-03,398.26,796.52,straight_line_fee_recognition
REV-0000669,ORG-200209,PTR-002,2023-04,398.26,1194.78,straight_line_fee_recognition
REV-0000670,ORG-200209,PTR-002,2023-05,398.26,1593.04,straight_line_fee_recognition
REV-0000671,ORG-200210,PTR-004,2026-01,2706.99,2706.99,straight_line_fee_recognition
REV-0000672,ORG-200210,PTR-004,2026-02,2706.99,5413.98,straight_line_fee_recognition
REV-0000673,ORG-200211,PTR-005,2024-10,1535.34,1535.34,straight_line_fee_recognition
REV-0000674,ORG-200211,PTR-005,2024-11,1535.34,3070.68,straight_line_fee_recognition
REV-0000675,ORG-200212,PTR-004,2022-11,1414.79,1414.79,straight_line_fee_recognition
REV-0000676,ORG-200212,PTR-004,2022-12,1414.79,2829.58,straight_line_fee_recognition
REV-0000677,ORG-200212,PTR-004,2023-01,1414.79,4244.37,straight_line_fee_recognition
REV-0000678,ORG-200212,PTR-004,2023-02,1414.79,5659.16,straight_line_fee_recognition
REV-0000679,ORG-200212,PTR-004,2023-03,1414.79,7073.95,straight_line_fee_recognition
REV-0000680,ORG-200213,PTR-003,2024-05,751.36,751.36,straight_line_fee_recognition
REV-0000681,ORG-200213,PTR-003,2024-06,751.36,1502.72,straight_line_fee_recognition
REV-0000682,ORG-200213,PTR-003,2024-07,751.36,2254.08,straight_line_fee_recognition
REV-0000683,ORG-200214,PTR-001,2023-08,5076.78,5076.78,straight_line_fee_recognition
REV-0000684,ORG-200214,PTR-001,2023-09,5076.78,10153.56,straight_line_fee_recognition
REV-0000685,ORG-200214,PTR-001,2023-10,5076.78,15230.34,straight_line_fee_recognition
REV-0000686,ORG-200214,PTR-001,2023-11,5076.78,20307.12,straight_line_fee_recognition
REV-0000687,ORG-200214,PTR-001,2023-12,5076.78,25383.9,straight_line_fee_recognition
REV-0000688,ORG-200215,PTR-006,2026-02,220.75,220.75,straight_line_fee_recognition
REV-0000689,ORG-200215,PTR-006,2026-03,220.75,441.5,straight_line_fee_recognition
REV-0000690,ORG-200215,PTR-006,2026-04,220.75,662.25,straight_line_fee_recognition
REV-0000691,ORG-200215,PTR-006,2026-05,220.75,883.0,straight_line_fee_recognition
REV-0000692,ORG-200216,PTR-003,2024-07,1625.66,1625.66,straight_line_fee_recognition
REV-0000693,ORG-200216,PTR-003,2024-08,1625.66,3251.32,straight_line_fee_recognition
REV-0000694,ORG-200217,PTR-006,2024-04,1092.23,1092.23,straight_line_fee_recognition
REV-0000695,ORG-200217,PTR-006,2024-05,1092.23,2184.46,straight_line_fee_recognition
REV-0000696,ORG-200217,PTR-006,2024-06,1092.23,3276.69,straight_line_fee_recognition
REV-0000697,ORG-200217,PTR-006,2024-07,1092.23,4368.92,straight_line_fee_recognition
REV-0000698,ORG-200218,PTR-004,2025-10,1646.86,1646.86,straight_line_fee_recognition
REV-0000699,ORG-200218,PTR-004,2025-11,1646.86,3293.72,straight_line_fee_recognition
REV-0000700,ORG-200218,PTR-004,2025-12,1646.86,4940.58,straight_line_fee_recognition
REV-0000701,ORG-200218,PTR-004,2026-01,1646.86,6587.44,straight_line_fee_recognition
REV-0000702,ORG-200218,PTR-004,2026-02,1646.86,8234.3,straight_line_fee_recognition
REV-0000703,ORG-200218,PTR-004,2026-03,1646.86,9881.16,straight_line_fee_recognition
REV-0000704,ORG-200219,PTR-002,2024-02,2906.31,2906.31,straight_line_fee_recognition
REV-0000705,ORG-200219,PTR-002,2024-03,2906.31,5812.62,straight_line_fee_recognition
REV-0000706,ORG-200219,PTR-002,2024-04,2906.31,8718.93,straight_line_fee_recognition
REV-0000707,ORG-200220,PTR-006,2023-05,1724.17,1724.17,straight_line_fee_recognition
REV-0000708,ORG-200220,PTR-006,2023-06,1724.17,3448.34,straight_line_fee_recognition
REV-0000709,ORG-200220,PTR-006,2023-07,1724.17,5172.51,straight_line_fee_recognition
REV-0000710,ORG-200220,PTR-006,2023-08,1724.17,6896.68,straight_line_fee_recognition
REV-0000711,ORG-200220,PTR-006,2023-09,1724.17,8620.85,straight_line_fee_recognition
REV-0000712,ORG-200221,PTR-005,2025-05,2399.36,2399.36,straight_line_fee_recognition
REV-0000713,ORG-200221,PTR-005,2025-06,2399.36,4798.72,straight_line_fee_recognition
REV-0000714,ORG-200221,PTR-005,2025-07,2399.36,7198.08,straight_line_fee_recognition
REV-0000715,ORG-200222,PTR-004,2024-01,338.97,338.97,straight_line_fee_recognition
REV-0000716,ORG-200222,PTR-004,2024-02,338.97,677.94,straight_line_fee_recognition
REV-0000717,ORG-200223,PTR-002,2025-03,713.87,713.87,straight_line_fee_recognition
REV-0000718,ORG-200223,PTR-002,2025-04,713.87,1427.74,straight_line_fee_recognition
REV-0000719,ORG-200224,PTR-003,2024-05,745.59,745.59,straight_line_fee_recognition
REV-0000720,ORG-200224,PTR-003,2024-06,745.59,1491.18,straight_line_fee_recognition
REV-0000721,ORG-200224,PTR-003,2024-07,745.59,2236.77,straight_line_fee_recognition
REV-0000722,ORG-200224,PTR-003,2024-08,745.59,2982.36,straight_line_fee_recognition
REV-0000723,ORG-200224,PTR-003,2024-09,745.59,3727.95,straight_line_fee_recognition
REV-0000724,ORG-200225,PTR-001,2022-05,2092.64,2092.64,straight_line_fee_recognition
REV-0000725,ORG-200225,PTR-001,2022-06,2092.64,4185.28,straight_line_fee_recognition
REV-0000726,ORG-200225,PTR-001,2022-07,2092.64,6277.92,straight_line_fee_recognition
REV-0000727,ORG-200225,PTR-001,2022-08,2092.64,8370.56,straight_line_fee_recognition
REV-0000728,ORG-200225,PTR-001,2022-09,2092.64,10463.2,straight_line_fee_recognition
REV-0000729,ORG-200225,PTR-001,2022-10,2092.64,12555.84,straight_line_fee_recognition
REV-0000730,ORG-200225,PTR-001,2022-11,2092.64,14648.48,straight_line_fee_recognition
REV-0000731,ORG-200225,PTR-001,2022-12,2092.64,16741.12,straight_line_fee_recognition
REV-0000732,ORG-200226,PTR-005,2024-08,2398.44,2398.44,straight_line_fee_recognition
REV-0000733,ORG-200226,PTR-005,2024-09,2398.44,4796.88,straight_line_fee_recognition
REV-0000734,ORG-200226,PTR-005,2024-10,2398.44,7195.32,straight_line_fee_recognition
REV-0000735,ORG-200227,PTR-003,2023-02,477.44,477.44,straight_line_fee_recognition
REV-0000736,ORG-200227,PTR-003,2023-03,477.44,954.88,straight_line_fee_recognition
REV-0000737,ORG-200228,PTR-006,2024-12,3912.24,3912.24,straight_line_fee_recognition
REV-0000738,ORG-200228,PTR-006,2025-01,3912.24,7824.48,straight_line_fee_recognition
REV-0000739,ORG-200229,PTR-005,2025-04,4345.85,4345.85,straight_line_fee_recognition
REV-0000740,ORG-200229,PTR-005,2025-05,4345.85,8691.7,straight_line_fee_recognition
REV-0000741,ORG-200230,PTR-003,2025-03,3027.34,3027.34,straight_line_fee_recognition
REV-0000742,ORG-200230,PTR-003,2025-04,3027.34,6054.68,straight_line_fee_recognition
REV-0000743,ORG-200230,PTR-003,2025-05,3027.34,9082.02,straight_line_fee_recognition
REV-0000744,ORG-200231,PTR-003,2026-03,3575.88,3575.88,straight_line_fee_recognition
REV-0000745,ORG-200231,PTR-003,2026-04,3575.88,7151.76,straight_line_fee_recognition
REV-0000746,ORG-200231,PTR-003,2026-05,3575.88,10727.64,straight_line_fee_recognition
REV-0000747,ORG-200231,PTR-003,2026-06,3575.88,14303.52,straight_line_fee_recognition
REV-0000748,ORG-200232,PTR-003,2023-09,2921.74,2921.74,straight_line_fee_recognition
REV-0000749,ORG-200232,PTR-003,2023-10,2921.74,5843.48,straight_line_fee_recognition
REV-0000750,ORG-200233,PTR-006,2024-07,1589.47,1589.47,straight_line_fee_recognition
REV-0000751,ORG-200233,PTR-006,2024-08,1589.47,3178.94,straight_line_fee_recognition
REV-0000752,ORG-200234,PTR-002,2022-08,1890.75,1890.75,straight_line_fee_recognition
REV-0000753,ORG-200234,PTR-002,2022-09,1890.75,3781.5,straight_line_fee_recognition
REV-0000754,ORG-200234,PTR-002,2022-10,1890.75,5672.25,straight_line_fee_recognition
REV-0000755,ORG-200235,PTR-004,2023-01,1532.81,1532.81,straight_line_fee_recognition
REV-0000756,ORG-200235,PTR-004,2023-02,1532.81,3065.62,straight_line_fee_recognition
REV-0000757,ORG-200235,PTR-004,2023-03,1532.81,4598.43,straight_line_fee_recognition
REV-0000758,ORG-200235,PTR-004,2023-04,1532.81,6131.24,straight_line_fee_recognition
REV-0000759,ORG-200236,PTR-005,2022-01,272.0,272.0,straight_line_fee_recognition
REV-0000760,ORG-200236,PTR-005,2022-02,272.0,544.0,straight_line_fee_recognition
REV-0000761,ORG-200236,PTR-005,2022-03,272.0,816.0,straight_line_fee_recognition
REV-0000762,ORG-200236,PTR-005,2022-04,272.0,1088.0,straight_line_fee_recognition
REV-0000763,ORG-200237,PTR-004,2024-02,1668.76,1668.76,straight_line_fee_recognition
REV-0000764,ORG-200237,PTR-004,2024-03,1668.76,3337.52,straight_line_fee_recognition
REV-0000765,ORG-200237,PTR-004,2024-04,1668.76,5006.28,straight_line_fee_recognition
REV-0000766,ORG-200237,PTR-004,2024-05,1668.76,6675.04,straight_line_fee_recognition
REV-0000767,ORG-200238,PTR-004,2022-07,1259.54,1259.54,straight_line_fee_recognition
REV-0000768,ORG-200238,PTR-004,2022-08,1259.54,2519.08,straight_line_fee_recognition
REV-0000769,ORG-200239,PTR-006,2022-01,1844.73,1844.73,straight_line_fee_recognition
REV-0000770,ORG-200239,PTR-006,2022-02,1844.73,3689.46,straight_line_fee_recognition
REV-0000771,ORG-200239,PTR-006,2022-03,1844.73,5534.19,straight_line_fee_recognition
REV-0000772,ORG-200240,PTR-005,2023-05,5276.2,5276.2,straight_line_fee_recognition
REV-0000773,ORG-200240,PTR-005,2023-06,5276.2,10552.4,straight_line_fee_recognition
REV-0000774,ORG-200241,PTR-002,2024-07,266.98,266.98,straight_line_fee_recognition
REV-0000775,ORG-200241,PTR-002,2024-08,266.98,533.96,straight_line_fee_recognition
REV-0000776,ORG-200242,PTR-002,2024-08,2897.93,2897.93,straight_line_fee_recognition
REV-0000777,ORG-200242,PTR-002,2024-09,2897.93,5795.86,straight_line_fee_recognition
REV-0000778,ORG-200242,PTR-002,2024-10,2897.93,8693.79,straight_line_fee_recognition
REV-0000779,ORG-200242,PTR-002,2024-11,2897.93,11591.72,straight_line_fee_recognition
REV-0000780,ORG-200243,PTR-001,2026-01,2706.87,2706.87,straight_line_fee_recognition
REV-0000781,ORG-200243,PTR-001,2026-02,2706.87,5413.74,straight_line_fee_recognition
REV-0000782,ORG-200244,PTR-005,2024-03,985.9,985.9,straight_line_fee_recognition
REV-0000783,ORG-200244,PTR-005,2024-04,985.9,1971.8,straight_line_fee_recognition
REV-0000784,ORG-200245,PTR-001,2024-10,3802.33,3802.33,straight_line_fee_recognition
REV-0000785,ORG-200245,PTR-001,2024-11,3802.33,7604.66,straight_line_fee_recognition
REV-0000786,ORG-200245,PTR-001,2024-12,3802.33,11406.99,straight_line_fee_recognition
REV-0000787,ORG-200246,PTR-006,2024-09,921.87,921.87,straight_line_fee_recognition
REV-0000788,ORG-200246,PTR-006,2024-10,921.87,1843.74,straight_line_fee_recognition
REV-0000789,ORG-200247,PTR-003,2024-02,6128.76,6128.76,straight_line_fee_recognition
REV-0000790,ORG-200247,PTR-003,2024-03,6128.76,12257.52,straight_line_fee_recognition
REV-0000791,ORG-200247,PTR-003,2024-04,6128.76,18386.28,straight_line_fee_recognition
REV-0000792,ORG-200247,PTR-003,2024-05,6128.76,24515.04,straight_line_fee_recognition
REV-0000793,ORG-200247,PTR-003,2024-06,6128.76,30643.8,straight_line_fee_recognition
REV-0000794,ORG-200248,PTR-006,2025-01,990.32,990.32,straight_line_fee_recognition
REV-0000795,ORG-200248,PTR-006,2025-02,990.32,1980.64,straight_line_fee_recognition
REV-0000796,ORG-200249,PTR-006,2026-04,5032.32,5032.32,straight_line_fee_recognition
REV-0000797,ORG-200249,PTR-006,2026-05,5032.32,10064.64,straight_line_fee_recognition
REV-0000798,ORG-200250,PTR-001,2024-05,1862.45,1862.45,straight_line_fee_recognition
REV-0000799,ORG-200250,PTR-001,2024-06,1862.45,3724.9,straight_line_fee_recognition
REV-0000800,ORG-200250,PTR-001,2024-07,1862.45,5587.35,straight_line_fee_recognition
REV-0000801,ORG-200251,PTR-004,2025-12,2617.49,2617.49,straight_line_fee_recognition
REV-0000802,ORG-200251,PTR-004,2026-01,2617.49,5234.98,straight_line_fee_recognition
REV-0000803,ORG-200251,PTR-004,2026-02,2617.49,7852.47,straight_line_fee_recognition
REV-0000804,ORG-200251,PTR-004,2026-03,2617.49,10469.96,straight_line_fee_recognition
REV-0000805,ORG-200251,PTR-004,2026-04,2617.49,13087.45,straight_line_fee_recognition
REV-0000806,ORG-200252,PTR-003,2026-02,1179.53,1179.53,straight_line_fee_recognition
REV-0000807,ORG-200252,PTR-003,2026-03,1179.53,2359.06,straight_line_fee_recognition
REV-0000808,ORG-200253,PTR-003,2022-03,4187.46,4187.46,straight_line_fee_recognition
REV-0000809,ORG-200253,PTR-003,2022-04,4187.46,8374.92,straight_line_fee_recognition
REV-0000810,ORG-200253,PTR-003,2022-05,4187.46,12562.38,straight_line_fee_recognition
REV-0000811,ORG-200253,PTR-003,2022-06,4187.46,16749.84,straight_line_fee_recognition
REV-0000812,ORG-200253,PTR-003,2022-07,4187.46,20937.3,straight_line_fee_recognition
REV-0000813,ORG-200254,PTR-006,2025-08,2171.7,2171.7,straight_line_fee_recognition
REV-0000814,ORG-200254,PTR-006,2025-09,2171.7,4343.4,straight_line_fee_recognition
REV-0000815,ORG-200255,PTR-005,2023-08,4957.9,4957.9,straight_line_fee_recognition
REV-0000816,ORG-200255,PTR-005,2023-09,4957.9,9915.8,straight_line_fee_recognition
REV-0000817,ORG-200256,PTR-003,2025-08,2125.82,2125.82,straight_line_fee_recognition
REV-0000818,ORG-200256,PTR-003,2025-09,2125.82,4251.64,straight_line_fee_recognition
REV-0000819,ORG-200256,PTR-003,2025-10,2125.82,6377.46,straight_line_fee_recognition
REV-0000820,ORG-200256,PTR-003,2025-11,2125.82,8503.28,straight_line_fee_recognition
REV-0000821,ORG-200256,PTR-003,2025-12,2125.82,10629.1,straight_line_fee_recognition
REV-0000822,ORG-200257,PTR-002,2022-04,3259.63,3259.63,straight_line_fee_recognition
REV-0000823,ORG-200257,PTR-002,2022-05,3259.63,6519.26,straight_line_fee_recognition
REV-0000824,ORG-200257,PTR-002,2022-06,3259.63,9778.89,straight_line_fee_recognition
REV-0000825,ORG-200257,PTR-002,2022-07,3259.63,13038.52,straight_line_fee_recognition
REV-0000826,ORG-200258,PTR-002,2025-03,1845.76,1845.76,straight_line_fee_recognition
REV-0000827,ORG-200258,PTR-002,2025-04,1845.76,3691.52,straight_line_fee_recognition
REV-0000828,ORG-200258,PTR-002,2025-05,1845.76,5537.28,straight_line_fee_recognition
REV-0000829,ORG-200258,PTR-002,2025-06,1845.76,7383.04,straight_line_fee_recognition
REV-0000830,ORG-200259,PTR-005,2025-10,245.01,245.01,straight_line_fee_recognition
REV-0000831,ORG-200259,PTR-005,2025-11,245.01,490.02,straight_line_fee_recognition
REV-0000832,ORG-200259,PTR-005,2025-12,245.01,735.03,straight_line_fee_recognition
REV-0000833,ORG-200259,PTR-005,2026-01,245.01,980.04,straight_line_fee_recognition
REV-0000834,ORG-200260,PTR-002,2025-09,1206.49,1206.49,straight_line_fee_recognition
REV-0000835,ORG-200260,PTR-002,2025-10,1206.49,2412.98,straight_line_fee_recognition
REV-0000836,ORG-200260,PTR-002,2025-11,1206.49,3619.47,straight_line_fee_recognition
REV-0000837,ORG-200261,PTR-003,2024-10,758.12,758.12,straight_line_fee_recognition
REV-0000838,ORG-200261,PTR-003,2024-11,758.12,1516.24,straight_line_fee_recognition
REV-0000839,ORG-200262,PTR-006,2022-09,641.06,641.06,straight_line_fee_recognition
REV-0000840,ORG-200262,PTR-006,2022-10,641.06,1282.12,straight_line_fee_recognition
REV-0000841,ORG-200262,PTR-006,2022-11,641.06,1923.18,straight_line_fee_recognition
REV-0000842,ORG-200262,PTR-006,2022-12,641.06,2564.24,straight_line_fee_recognition
REV-0000843,ORG-200263,PTR-001,2023-11,679.46,679.46,straight_line_fee_recognition
REV-0000844,ORG-200263,PTR-001,2023-12,679.46,1358.92,straight_line_fee_recognition
