repayment_id,origination_id,partner_id,payment_date,remittance_amount_usd,cumulative_repaid_usd,payment_method
RPY-0003721,ORG-200355,PTR-002,2024-02-11,1058.99,19907.99,ach_remittance
RPY-0003722,ORG-200355,PTR-002,2024-02-18,1060.53,20968.52,ach_remittance
RPY-0003723,ORG-200355,PTR-002,2024-02-25,645.51,21614.03,ach_remittance
RPY-0003724,ORG-200355,PTR-002,2024-03-03,502.57,22116.6,ach_remittance
RPY-0003725,ORG-200356,PTR-001,2024-08-30,7903.39,7903.39,ach_remittance
RPY-0003726,ORG-200356,PTR-001,2024-09-06,4248.44,12151.83,ach_remittance
RPY-0003727,ORG-200356,PTR-001,2024-09-13,4953.46,17105.29,manual_payment
RPY-0003728,ORG-200356,PTR-001,2024-09-20,6776.31,23881.6,ach_remittance
RPY-0003729,ORG-200356,PTR-001,2024-09-27,6515.59,30397.19,manual_payment
RPY-0003730,ORG-200356,PTR-001,2024-10-04,7190.71,37587.9,ach_remittance
RPY-0003731,ORG-200356,PTR-001,2024-10-11,7957.98,45545.88,ach_remittance
RPY-0003732,ORG-200356,PTR-001,2024-10-18,7868.82,53414.7,ach_remittance
RPY-0003733,ORG-200357,PTR-002,2023-03-01,1012.57,1012.57,ach_remittance
RPY-0003734,ORG-200357,PTR-002,2023-03-08,653.74,1666.31,ach_remittance
RPY-0003735,ORG-200357,PTR-002,2023-03-15,660.15,2326.46,ach_remittance
RPY-0003736,ORG-200357,PTR-002,2023-03-22,478.66,2805.12,ach_remittance
RPY-0003737,ORG-200357,PTR-002,2023-03-29,1015.38,3820.5,manual_payment
RPY-0003738,ORG-200357,PTR-002,2023-04-05,687.9,4508.4,ach_remittance
RPY-0003739,ORG-200357,PTR-002,2023-04-12,778.33,5286.73,ach_remittance
RPY-0003740,ORG-200357,PTR-002,2023-04-19,466.89,5753.62,ach_remittance
RPY-0003741,ORG-200357,PTR-002,2023-04-26,514.0,6267.62,ach_remittance
RPY-0003742,ORG-200357,PTR-002,2023-05-03,526.38,6794.0,ach_remittance
RPY-0003743,ORG-200357,PTR-002,2023-05-10,1057.98,7851.98,ach_remittance
RPY-0003744,ORG-200357,PTR-002,2023-05-17,785.37,8637.35,ach_remittance
RPY-0003745,ORG-200357,PTR-002,2023-05-24,825.98,9463.33,ach_remittance
RPY-0003746,ORG-200357,PTR-002,2023-05-31,647.85,10111.18,ach_remittance
RPY-0003747,ORG-200357,PTR-002,2023-06-07,1008.85,11120.03,ach_remittance
RPY-0003748,ORG-200357,PTR-002,2023-06-14,858.39,11978.42,ach_remittance
RPY-0003749,ORG-200357,PTR-002,2023-06-21,832.29,12810.71,ach_remittance
RPY-0003750,ORG-200357,PTR-002,2023-06-28,749.39,13560.1,ach_remittance
RPY-0003751,ORG-200357,PTR-002,2023-07-05,977.78,14537.88,ach_remittance
RPY-0003752,ORG-200357,PTR-002,2023-07-12,591.63,15129.51,ach_remittance
RPY-0003753,ORG-200357,PTR-002,2023-07-19,1032.9,16162.41,ach_remittance
RPY-0003754,ORG-200357,PTR-002,2023-07-26,622.47,16784.88,manual_payment
RPY-0003755,ORG-200358,PTR-001,2025-05-01,10366.07,10366.07,ach_remittance
RPY-0003756,ORG-200358,PTR-001,2025-05-08,5594.96,15961.03,ach_remittance
RPY-0003757,ORG-200358,PTR-001,2025-05-15,8954.93,24915.96,ach_remittance
RPY-0003758,ORG-200358,PTR-001,2025-05-22,10689.96,35605.92,manual_payment
RPY-0003759,ORG-200358,PTR-001,2025-05-29,10508.41,46114.33,ach_remittance
RPY-0003760,ORG-200358,PTR-001,2025-06-05,5063.91,51178.24,ach_remittance
RPY-0003761,ORG-200358,PTR-001,2025-06-12,5915.2,57093.44,ach_remittance
RPY-0003762,ORG-200358,PTR-001,2025-06-19,4975.68,62069.12,ach_remittance
RPY-0003763,ORG-200358,PTR-001,2025-06-26,5786.46,67855.58,ach_remittance
RPY-0003764,ORG-200358,PTR-001,2025-07-03,11464.47,79320.05,ach_remittance
RPY-0003765,ORG-200359,PTR-004,2026-03-13,5470.77,5470.77,ach_remittance
RPY-0003766,ORG-200359,PTR-004,2026-03-20,5368.28,10839.05,ach_remittance
RPY-0003767,ORG-200359,PTR-004,2026-03-27,5088.72,15927.77,ach_remittance
RPY-0003768,ORG-200359,PTR-004,2026-04-03,4245.21,20172.98,ach_remittance
RPY-0003769,ORG-200359,PTR-004,2026-04-10,4634.5,24807.48,ach_remittance
RPY-0003770,ORG-200359,PTR-004,2026-04-17,4147.72,28955.2,manual_payment
RPY-0003771,ORG-200359,PTR-004,2026-04-24,3645.54,32600.74,ach_remittance
RPY-0003772,ORG-200359,PTR-004,2026-05-01,5604.34,38205.08,ach_remittance
RPY-0003773,ORG-200359,PTR-004,2026-05-08,3193.54,41398.62,ach_remittance
RPY-0003774,ORG-200359,PTR-004,2026-05-15,2814.46,44213.08,ach_remittance
RPY-0003775,ORG-200359,PTR-004,2026-05-22,3417.71,47630.79,ach_remittance
RPY-0003776,ORG-200359,PTR-004,2026-05-29,3454.7,51085.49,ach_remittance
RPY-0003777,ORG-200359,PTR-004,2026-06-05,5668.26,56753.75,manual_payment
RPY-0003778,ORG-200359,PTR-004,2026-06-12,5284.75,62038.5,ach_remittance
RPY-0003779,ORG-200359,PTR-004,2026-06-19,3750.57,65789.07,ach_remittance
RPY-0003780,ORG-200359,PTR-004,2026-06-26,3662.45,69451.52,ach_remittance
RPY-0003781,ORG-200360,PTR-006,2025-01-16,1672.62,1672.62,ach_remittance
RPY-0003782,ORG-200360,PTR-006,2025-01-23,1110.15,2782.77,ach_remittance
RPY-0003783,ORG-200360,PTR-006,2025-01-30,1807.7,4590.47,ach_remittance
RPY-0003784,ORG-200360,PTR-006,2025-02-06,2080.53,6671.0,ach_remittance
RPY-0003785,ORG-200360,PTR-006,2025-02-13,1177.94,7848.94,ach_remittance
RPY-0003786,ORG-200360,PTR-006,2025-02-20,1775.52,9624.46,ach_remittance
RPY-0003787,ORG-200360,PTR-006,2025-02-27,1342.96,10967.42,ach_remittance
RPY-0003788,ORG-200360,PTR-006,2025-03-06,2218.51,13185.93,ach_remittance
RPY-0003789,ORG-200360,PTR-006,2025-03-13,2155.9,15341.83,ach_remittance
RPY-0003790,ORG-200360,PTR-006,2025-03-20,981.29,16323.12,ach_remittance
RPY-0003791,ORG-200361,PTR-004,2026-04-03,5101.82,5101.82,ach_remittance
RPY-0003792,ORG-200361,PTR-004,2026-04-10,5051.68,10153.5,ach_remittance
RPY-0003793,ORG-200361,PTR-004,2026-04-17,3220.07,13373.57,ach_remittance
RPY-0003794,ORG-200361,PTR-004,2026-04-24,4529.63,17903.2,ach_remittance
RPY-0003795,ORG-200361,PTR-004,2026-05-01,3060.79,20963.99,ach_remittance
RPY-0003796,ORG-200361,PTR-004,2026-05-08,2662.23,23626.22,ach_remittance
RPY-0003797,ORG-200361,PTR-004,2026-05-15,3329.59,26955.81,ach_remittance
RPY-0003798,ORG-200361,PTR-004,2026-05-22,2834.0,29789.81,ach_remittance
RPY-0003799,ORG-200361,PTR-004,2026-05-29,5497.32,35287.13,ach_remittance
RPY-0003800,ORG-200361,PTR-004,2026-06-05,5269.38,40556.51,ach_remittance
RPY-0003801,ORG-200362,PTR-006,2022-09-20,236.95,236.95,ach_remittance
RPY-0003802,ORG-200362,PTR-006,2022-09-27,394.42,631.37,ach_remittance
RPY-0003803,ORG-200362,PTR-006,2022-10-04,426.14,1057.51,ach_remittance
RPY-0003804,ORG-200362,PTR-006,2022-10-11,207.4,1264.91,ach_remittance
RPY-0003805,ORG-200362,PTR-006,2022-10-18,263.63,1528.54,ach_remittance
RPY-0003806,ORG-200362,PTR-006,2022-10-25,308.33,1836.87,ach_remittance
RPY-0003807,ORG-200362,PTR-006,2022-11-01,382.75,2219.62,ach_remittance
RPY-0003808,ORG-200362,PTR-006,2022-11-08,324.43,2544.05,ach_remittance
RPY-0003809,ORG-200362,PTR-006,2022-11-15,333.74,2877.79,manual_payment
RPY-0003810,ORG-200362,PTR-006,2022-11-22,388.52,3266.31,ach_remittance
RPY-0003811,ORG-200362,PTR-006,2022-11-29,423.48,3689.79,ach_remittance
RPY-0003812,ORG-200362,PTR-006,2022-12-06,419.52,4109.31,ach_remittance
RPY-0003813,ORG-200362,PTR-006,2022-12-13,151.5,4260.81,ach_remittance
RPY-0003814,ORG-200363,PTR-004,2023-06-06,919.43,919.43,ach_remittance
RPY-0003815,ORG-200363,PTR-004,2023-06-13,1072.41,1991.84,ach_remittance
RPY-0003816,ORG-200363,PTR-004,2023-06-20,1448.7,3440.54,ach_remittance
RPY-0003817,ORG-200363,PTR-004,2023-06-27,922.49,4363.03,ach_remittance
RPY-0003818,ORG-200363,PTR-004,2023-07-04,1575.57,5938.6,ach_remittance
RPY-0003819,ORG-200363,PTR-004,2023-07-11,1714.79,7653.39,ach_remittance
RPY-0003820,ORG-200363,PTR-004,2023-07-18,1370.79,9024.18,ach_remittance
RPY-0003821,ORG-200363,PTR-004,2023-07-25,1223.47,10247.65,ach_remittance
RPY-0003822,ORG-200363,PTR-004,2023-08-01,1447.9,11695.55,ach_remittance
RPY-0003823,ORG-200363,PTR-004,2023-08-08,1840.81,13536.36,ach_remittance
RPY-0003824,ORG-200363,PTR-004,2023-08-15,937.08,14473.44,ach_remittance
RPY-0003825,ORG-200363,PTR-004,2023-08-22,1199.83,15673.27,ach_remittance
RPY-0003826,ORG-200363,PTR-004,2023-08-29,1786.5,17459.77,ach_remittance
RPY-0003827,ORG-200363,PTR-004,2023-09-05,1444.49,18904.26,ach_remittance
RPY-0003828,ORG-200364,PTR-006,2025-10-09,3396.36,3396.36,ach_remittance
RPY-0003829,ORG-200364,PTR-006,2025-10-16,3937.24,7333.6,ach_remittance
RPY-0003830,ORG-200364,PTR-006,2025-10-23,4240.78,11574.38,manual_payment
RPY-0003831,ORG-200364,PTR-006,2025-10-30,4403.09,15977.47,ach_remittance
RPY-0003832,ORG-200364,PTR-006,2025-11-06,4045.35,20022.82,ach_remittance
RPY-0003833,ORG-200364,PTR-006,2025-11-13,4022.69,24045.51,ach_remittance
RPY-0003834,ORG-200364,PTR-006,2025-11-20,3746.29,27791.8,ach_remittance
RPY-0003835,ORG-200364,PTR-006,2025-11-27,3921.0,31712.8,ach_remittance
RPY-0003836,ORG-200364,PTR-006,2025-12-04,5053.3,36766.1,ach_remittance
RPY-0003837,ORG-200364,PTR-006,2025-12-11,3322.84,40088.94,ach_remittance
RPY-0003838,ORG-200364,PTR-006,2025-12-18,5887.76,45976.7,ach_remittance
RPY-0003839,ORG-200364,PTR-006,2025-12-25,5439.73,51416.43,ach_remittance
RPY-0003840,ORG-200364,PTR-006,2026-01-01,5586.66,57003.09,ach_remittance
RPY-0003841,ORG-200364,PTR-006,2026-01-08,4560.78,61563.87,manual_payment
RPY-0003842,ORG-200364,PTR-006,2026-01-15,4020.6,65584.47,ach_remittance
RPY-0003843,ORG-200364,PTR-006,2026-01-22,7397.55,72982.02,ach_remittance
RPY-0003844,ORG-200365,PTR-002,2025-12-26,766.79,766.79,ach_remittance
RPY-0003845,ORG-200365,PTR-002,2026-01-02,586.97,1353.76,ach_remittance
RPY-0003846,ORG-200365,PTR-002,2026-01-09,494.46,1848.22,ach_remittance
RPY-0003847,ORG-200365,PTR-002,2026-01-16,684.65,2532.87,ach_remittance
RPY-0003848,ORG-200365,PTR-002,2026-01-23,898.84,3431.71,ach_remittance
RPY-0003849,ORG-200365,PTR-002,2026-01-30,845.65,4277.36,ach_remittance
RPY-0003850,ORG-200365,PTR-002,2026-02-06,883.45,5160.81,manual_payment
RPY-0003851,ORG-200365,PTR-002,2026-02-13,544.45,5705.26,ach_remittance
RPY-0003852,ORG-200365,PTR-002,2026-02-20,1074.69,6779.95,ach_remittance
RPY-0003853,ORG-200365,PTR-002,2026-02-27,1034.34,7814.29,ach_remittance
RPY-0003854,ORG-200365,PTR-002,2026-03-06,703.78,8518.07,ach_remittance
RPY-0003855,ORG-200365,PTR-002,2026-03-13,570.06,9088.13,ach_remittance
RPY-0003856,ORG-200365,PTR-002,2026-03-20,1029.7,10117.83,ach_remittance
RPY-0003857,ORG-200365,PTR-002,2026-03-27,1050.0,11167.83,ach_remittance
RPY-0003858,ORG-200365,PTR-002,2026-04-03,880.19,12048.02,ach_remittance
RPY-0003859,ORG-200365,PTR-002,2026-04-10,863.46,12911.48,ach_remittance
RPY-0003860,ORG-200366,PTR-002,2023-04-15,1067.18,1067.18,ach_remittance
RPY-0003861,ORG-200366,PTR-002,2023-04-22,2043.58,3110.76,ach_remittance
RPY-0003862,ORG-200366,PTR-002,2023-04-29,1469.91,4580.67,ach_remittance
RPY-0003863,ORG-200366,PTR-002,2023-05-06,1556.98,6137.65,ach_remittance
RPY-0003864,ORG-200366,PTR-002,2023-05-13,1123.03,7260.68,ach_remittance
RPY-0003865,ORG-200366,PTR-002,2023-05-20,1511.98,8772.66,ach_remittance
RPY-0003866,ORG-200366,PTR-002,2023-05-27,1579.78,10352.44,ach_remittance
RPY-0003867,ORG-200366,PTR-002,2023-06-03,1355.29,11707.73,ach_remittance
RPY-0003868,ORG-200366,PTR-002,2023-06-10,1843.59,13551.32,ach_remittance
RPY-0003869,ORG-200366,PTR-002,2023-06-17,1849.47,15400.79,ach_remittance
RPY-0003870,ORG-200366,PTR-002,2023-06-24,1328.37,16729.16,ach_remittance
RPY-0003871,ORG-200366,PTR-002,2023-07-01,1173.65,17902.81,ach_remittance
RPY-0003872,ORG-200366,PTR-002,2023-07-08,985.73,18888.54,ach_remittance
RPY-0003873,ORG-200366,PTR-002,2023-07-15,1277.29,20165.83,ach_remittance
RPY-0003874,ORG-200366,PTR-002,2023-07-22,1731.13,21896.96,ach_remittance
RPY-0003875,ORG-200366,PTR-002,2023-07-29,1583.96,23480.92,manual_payment
RPY-0003876,ORG-200366,PTR-002,2023-08-05,1987.43,25468.35,ach_remittance
RPY-0003877,ORG-200366,PTR-002,2023-08-12,1348.91,26817.26,ach_remittance
RPY-0003878,ORG-200367,PTR-005,2024-10-22,15359.01,15359.01,manual_payment
RPY-0003879,ORG-200367,PTR-005,2024-10-29,10543.82,25902.83,ach_remittance
RPY-0003880,ORG-200367,PTR-005,2024-11-05,14479.7,40382.53,ach_remittance
RPY-0003881,ORG-200367,PTR-005,2024-11-12,12812.24,53194.77,manual_payment
RPY-0003882,ORG-200367,PTR-005,2024-11-19,1791.16,54985.93,ach_remittance
RPY-0003883,ORG-200368,PTR-006,2025-09-24,2555.44,2555.44,ach_remittance
RPY-0003884,ORG-200368,PTR-006,2025-10-01,2367.44,4922.88,ach_remittance
RPY-0003885,ORG-200368,PTR-006,2025-10-08,3042.61,7965.49,ach_remittance
RPY-0003886,ORG-200368,PTR-006,2025-10-15,2313.19,10278.68,ach_remittance
RPY-0003887,ORG-200368,PTR-006,2025-10-22,1909.33,12188.01,manual_payment
RPY-0003888,ORG-200368,PTR-006,2025-10-29,2438.71,14626.72,ach_remittance
RPY-0003889,ORG-200368,PTR-006,2025-11-05,1988.05,16614.77,ach_remittance
RPY-0003890,ORG-200368,PTR-006,2025-11-12,3098.37,19713.14,ach_remittance
RPY-0003891,ORG-200368,PTR-006,2025-11-19,466.06,20179.2,ach_remittance
RPY-0003892,ORG-200369,PTR-006,2023-11-18,2626.41,2626.41,ach_remittance
RPY-0003893,ORG-200369,PTR-006,2023-11-25,2256.35,4882.76,ach_remittance
RPY-0003894,ORG-200369,PTR-006,2023-12-02,2869.24,7752.0,ach_remittance
RPY-0003895,ORG-200369,PTR-006,2023-12-09,2168.76,9920.76,manual_payment
RPY-0003896,ORG-200369,PTR-006,2023-12-16,2192.29,12113.05,ach_remittance
RPY-0003897,ORG-200369,PTR-006,2023-12-23,3231.56,15344.61,ach_remittance
RPY-0003898,ORG-200369,PTR-006,2023-12-30,1853.89,17198.5,ach_remittance
RPY-0003899,ORG-200369,PTR-006,2024-01-06,1937.35,19135.85,ach_remittance
RPY-0003900,ORG-200369,PTR-006,2024-01-13,3180.66,22316.51,ach_remittance
RPY-0003901,ORG-200370,PTR-003,2022-02-02,2165.7,2165.7,ach_remittance
RPY-0003902,ORG-200370,PTR-003,2022-02-09,3657.61,5823.31,ach_remittance
RPY-0003903,ORG-200370,PTR-003,2022-02-16,4750.27,10573.58,ach_remittance
RPY-0003904,ORG-200370,PTR-003,2022-02-23,3817.77,14391.35,ach_remittance
RPY-0003905,ORG-200370,PTR-003,2022-03-02,2696.84,17088.19,ach_remittance
RPY-0003906,ORG-200370,PTR-003,2022-03-09,4517.41,21605.6,ach_remittance
RPY-0003907,ORG-200370,PTR-003,2022-03-16,3758.85,25364.45,ach_remittance
RPY-0003908,ORG-200370,PTR-003,2022-03-23,2484.72,27849.17,ach_remittance
RPY-0003909,ORG-200371,PTR-006,2023-10-08,584.25,584.25,ach_remittance
RPY-0003910,ORG-200371,PTR-006,2023-10-15,374.02,958.27,manual_payment
RPY-0003911,ORG-200371,PTR-006,2023-10-22,384.52,1342.79,ach_remittance
RPY-0003912,ORG-200371,PTR-006,2023-10-29,555.77,1898.56,ach_remittance
RPY-0003913,ORG-200371,PTR-006,2023-11-05,491.14,2389.7,ach_remittance
RPY-0003914,ORG-200371,PTR-006,2023-11-12,644.89,3034.59,ach_remittance
RPY-0003915,ORG-200371,PTR-006,2023-11-19,690.65,3725.24,ach_remittance
RPY-0003916,ORG-200371,PTR-006,2023-11-26,332.46,4057.7,ach_remittance
RPY-0003917,ORG-200371,PTR-006,2023-12-03,363.41,4421.11,ach_remittance
RPY-0003918,ORG-200371,PTR-006,2023-12-10,505.86,4926.97,ach_remittance
RPY-0003919,ORG-200371,PTR-006,2023-12-17,322.73,5249.7,manual_payment
RPY-0003920,ORG-200371,PTR-006,2023-12-24,706.28,5955.98,ach_remittance
RPY-0003921,ORG-200371,PTR-006,2023-12-31,649.71,6605.69,ach_remittance
RPY-0003922,ORG-200371,PTR-006,2024-01-07,613.43,7219.12,ach_remittance
RPY-0003923,ORG-200371,PTR-006,2024-01-14,651.41,7870.53,manual_payment
RPY-0003924,ORG-200371,PTR-006,2024-01-21,572.74,8443.27,ach_remittance
RPY-0003925,ORG-200371,PTR-006,2024-01-28,535.31,8978.58,ach_remittance
RPY-0003926,ORG-200371,PTR-006,2024-02-04,518.46,9497.04,ach_remittance
RPY-0003927,ORG-200371,PTR-006,2024-02-11,568.01,10065.05,ach_remittance
RPY-0003928,ORG-200371,PTR-006,2024-02-18,361.01,10426.06,ach_remittance
RPY-0003929,ORG-200371,PTR-006,2024-02-25,425.21,10851.27,ach_remittance
RPY-0003930,ORG-200371,PTR-006,2024-03-03,470.58,11321.85,ach_remittance
RPY-0003931,ORG-200371,PTR-006,2024-03-10,505.74,11827.59,ach_remittance
RPY-0003932,ORG-200371,PTR-006,2024-03-17,436.86,12264.45,ach_remittance
RPY-0003933,ORG-200371,PTR-006,2024-03-24,464.29,12728.74,ach_remittance
RPY-0003934,ORG-200371,PTR-006,2024-03-31,626.37,13355.11,ach_remittance
RPY-0003935,ORG-200371,PTR-006,2024-04-07,584.66,13939.77,manual_payment
RPY-0003936,ORG-200371,PTR-006,2024-04-14,644.68,14584.45,ach_remittance
RPY-0003937,ORG-200371,PTR-006,2024-04-21,342.14,14926.59,ach_remittance
RPY-0003938,ORG-200371,PTR-006,2024-04-28,610.67,15537.26,ach_remittance
RPY-0003939,ORG-200371,PTR-006,2024-05-05,376.45,15913.71,ach_remittance
RPY-0003940,ORG-200371,PTR-006,2024-05-12,325.33,16239.04,manual_payment
RPY-0003941,ORG-200371,PTR-006,2024-05-19,699.92,16938.96,ach_remittance
RPY-0003942,ORG-200371,PTR-006,2024-05-26,449.19,17388.15,ach_remittance
RPY-0003943,ORG-200371,PTR-006,2024-06-02,641.61,18029.76,ach_remittance
RPY-0003944,ORG-200371,PTR-006,2024-06-09,482.64,18512.4,ach_remittance
RPY-0003945,ORG-200371,PTR-006,2024-06-16,652.0,19164.4,ach_remittance
RPY-0003946,ORG-200371,PTR-006,2024-06-23,583.47,19747.87,manual_payment
RPY-0003947,ORG-200371,PTR-006,2024-06-30,127.44,19875.31,ach_remittance
RPY-0003948,ORG-200372,PTR-004,2025-11-19,4630.45,4630.45,ach_remittance
RPY-0003949,ORG-200372,PTR-004,2025-11-26,4660.81,9291.26,ach_remittance
RPY-0003950,ORG-200372,PTR-004,2025-12-03,2594.72,11885.98,ach_remittance
RPY-0003951,ORG-200372,PTR-004,2025-12-10,2738.34,14624.32,ach_remittance
RPY-0003952,ORG-200372,PTR-004,2025-12-17,3224.19,17848.51,ach_remittance
RPY-0003953,ORG-200372,PTR-004,2025-12-24,3774.99,21623.5,ach_remittance
RPY-0003954,ORG-200372,PTR-004,2025-12-31,2821.79,24445.29,ach_remittance
RPY-0003955,ORG-200372,PTR-004,2026-01-07,4003.5,28448.79,ach_remittance
RPY-0003956,ORG-200372,PTR-004,2026-01-14,4623.99,33072.78,ach_remittance
RPY-0003957,ORG-200372,PTR-004,2026-01-21,4730.86,37803.64,ach_remittance
RPY-0003958,ORG-200372,PTR-004,2026-01-28,4656.59,42460.23,ach_remittance
RPY-0003959,ORG-200372,PTR-004,2026-02-04,2127.78,44588.01,ach_remittance
RPY-0003960,ORG-200372,PTR-004,2026-02-11,893.73,45481.74,ach_remittance
RPY-0003961,ORG-200373,PTR-002,2022-11-29,1612.69,1612.69,ach_remittance
RPY-0003962,ORG-200373,PTR-002,2022-12-06,2926.1,4538.79,ach_remittance
RPY-0003963,ORG-200373,PTR-002,2022-12-13,2472.37,7011.16,ach_remittance
RPY-0003964,ORG-200373,PTR-002,2022-12-20,1983.91,8995.07,ach_remittance
RPY-0003965,ORG-200373,PTR-002,2022-12-27,1787.8,10782.87,ach_remittance
RPY-0003966,ORG-200373,PTR-002,2023-01-03,1483.33,12266.2,ach_remittance
RPY-0003967,ORG-200373,PTR-002,2023-01-10,2717.68,14983.88,ach_remittance
RPY-0003968,ORG-200373,PTR-002,2023-01-17,2937.68,17921.56,ach_remittance
RPY-0003969,ORG-200373,PTR-002,2023-01-24,2156.28,20077.84,ach_remittance
RPY-0003970,ORG-200373,PTR-002,2023-01-31,1520.12,21597.96,ach_remittance
RPY-0003971,ORG-200374,PTR-004,2024-06-23,1390.07,1390.07,ach_remittance
RPY-0003972,ORG-200374,PTR-004,2024-06-30,1147.12,2537.19,ach_remittance
RPY-0003973,ORG-200374,PTR-004,2024-07-07,1389.54,3926.73,ach_remittance
RPY-0003974,ORG-200374,PTR-004,2024-07-14,648.49,4575.22,manual_payment
RPY-0003975,ORG-200375,PTR-001,2023-08-28,5921.41,5921.41,ach_remittance
RPY-0003976,ORG-200375,PTR-001,2023-09-04,6325.43,12246.84,manual_payment
RPY-0003977,ORG-200375,PTR-001,2023-09-11,5118.75,17365.59,ach_remittance
RPY-0003978,ORG-200375,PTR-001,2023-09-18,5811.54,23177.13,ach_remittance
RPY-0003979,ORG-200375,PTR-001,2023-09-25,3917.32,27094.45,ach_remittance
RPY-0003980,ORG-200375,PTR-001,2023-10-02,4590.01,31684.46,ach_remittance
RPY-0003981,ORG-200375,PTR-001,2023-10-09,3504.7,35189.16,ach_remittance
RPY-0003982,ORG-200375,PTR-001,2023-10-16,7806.41,42995.57,manual_payment
RPY-0003983,ORG-200376,PTR-006,2025-03-14,752.17,752.17,ach_remittance
RPY-0003984,ORG-200376,PTR-006,2025-03-21,449.64,1201.81,ach_remittance
RPY-0003985,ORG-200376,PTR-006,2025-03-28,906.35,2108.16,ach_remittance
RPY-0003986,ORG-200376,PTR-006,2025-04-04,761.17,2869.33,ach_remittance
RPY-0003987,ORG-200376,PTR-006,2025-04-11,745.49,3614.82,ach_remittance
RPY-0003988,ORG-200376,PTR-006,2025-04-18,817.54,4432.36,ach_remittance
RPY-0003989,ORG-200376,PTR-006,2025-04-25,743.61,5175.97,ach_remittance
RPY-0003990,ORG-200376,PTR-006,2025-05-02,281.29,5457.26,ach_remittance
RPY-0003991,ORG-200377,PTR-004,2022-12-02,11431.14,11431.14,ach_remittance
RPY-0003992,ORG-200377,PTR-004,2022-12-09,8891.9,20323.04,ach_remittance
RPY-0003993,ORG-200377,PTR-004,2022-12-16,9491.34,29814.38,ach_remittance
RPY-0003994,ORG-200377,PTR-004,2022-12-23,6931.06,36745.44,ach_remittance
RPY-0003995,ORG-200378,PTR-006,2024-04-03,3816.86,3816.86,ach_remittance
RPY-0003996,ORG-200378,PTR-006,2024-04-10,5052.27,8869.13,ach_remittance
RPY-0003997,ORG-200378,PTR-006,2024-04-17,5668.94,14538.07,ach_remittance
RPY-0003998,ORG-200378,PTR-006,2024-04-24,4266.78,18804.85,ach_remittance
RPY-0003999,ORG-200378,PTR-006,2024-05-01,6179.12,24983.97,ach_remittance
RPY-0004000,ORG-200378,PTR-006,2024-05-08,4310.47,29294.44,ach_remittance
RPY-0004001,ORG-200378,PTR-006,2024-05-15,4379.5,33673.94,ach_remittance
RPY-0004002,ORG-200378,PTR-006,2024-05-22,4954.32,38628.26,ach_remittance
RPY-0004003,ORG-200378,PTR-006,2024-05-29,6340.98,44969.24,ach_remittance
RPY-0004004,ORG-200378,PTR-006,2024-06-05,6208.52,51177.76,ach_remittance
RPY-0004005,ORG-200378,PTR-006,2024-06-12,1514.41,52692.17,ach_remittance
RPY-0004006,ORG-200379,PTR-003,2026-03-15,6280.74,6280.74,ach_remittance
RPY-0004007,ORG-200379,PTR-003,2026-03-22,7001.24,13281.98,ach_remittance
RPY-0004008,ORG-200379,PTR-003,2026-03-29,4814.67,18096.65,ach_remittance
RPY-0004009,ORG-200379,PTR-003,2026-04-05,6719.67,24816.32,ach_remittance
RPY-0004010,ORG-200379,PTR-003,2026-04-12,5583.01,30399.33,ach_remittance
RPY-0004011,ORG-200379,PTR-003,2026-04-19,6832.2,37231.53,ach_remittance
RPY-0004012,ORG-200379,PTR-003,2026-04-26,6221.36,43452.89,manual_payment
RPY-0004013,ORG-200379,PTR-003,2026-05-03,3824.07,47276.96,manual_payment
RPY-0004014,ORG-200379,PTR-003,2026-05-10,3482.78,50759.74,ach_remittance
RPY-0004015,ORG-200379,PTR-003,2026-05-17,7311.06,58070.8,ach_remittance
RPY-0004016,ORG-200379,PTR-003,2026-05-24,3791.94,61862.74,ach_remittance
RPY-0004017,ORG-200379,PTR-003,2026-05-31,4996.17,66858.91,ach_remittance
RPY-0004018,ORG-200379,PTR-003,2026-06-07,7710.56,74569.47,ach_remittance
RPY-0004019,ORG-200379,PTR-003,2026-06-14,3683.93,78253.4,ach_remittance
RPY-0004020,ORG-200379,PTR-003,2026-06-21,6393.36,84646.76,ach_remittance
RPY-0004021,ORG-200380,PTR-004,2025-06-27,7629.49,7629.49,ach_remittance
RPY-0004022,ORG-200380,PTR-004,2025-07-04,5706.75,13336.24,ach_remittance
RPY-0004023,ORG-200380,PTR-004,2025-07-11,5530.53,18866.77,ach_remittance
RPY-0004024,ORG-200380,PTR-004,2025-07-18,9382.19,28248.96,ach_remittance
RPY-0004025,ORG-200380,PTR-004,2025-07-25,4687.6,32936.56,manual_payment
RPY-0004026,ORG-200380,PTR-004,2025-08-01,9021.54,41958.1,ach_remittance
RPY-0004027,ORG-200380,PTR-004,2025-08-08,6789.43,48747.53,ach_remittance
RPY-0004028,ORG-200380,PTR-004,2025-08-15,7394.26,56141.79,ach_remittance
RPY-0004029,ORG-200380,PTR-004,2025-08-22,6114.61,62256.4,ach_remittance
RPY-0004030,ORG-200381,PTR-004,2022-10-11,4815.26,4815.26,ach_remittance
RPY-0004031,ORG-200381,PTR-004,2022-10-18,4868.03,9683.29,ach_remittance
RPY-0004032,ORG-200381,PTR-004,2022-10-25,2736.25,12419.54,ach_remittance
RPY-0004033,ORG-200381,PTR-004,2022-11-01,3011.34,15430.88,ach_remittance
