origination_id,merchant_id,partner_id,business_vertical,state,funding_date,estimated_maturity_date,avg_monthly_gmv_usd,prior_advances_count,risk_score,industry_risk_tier,advance_amount_usd,factor_rate,total_repayment_usd,total_fee_usd,remittance_rate,term_estimate_days,status,pct_repaid,amount_repaid_usd
ORG-200298,MCH-100298,PTR-006,Photography Studio,NC,2024-01-23,2024-03-23,49327.67,2,675,high,10372.34,1.107,11482.18,1109.84,0.127,60,completed,1.0,11482.18
ORG-200299,MCH-100299,PTR-005,Bar,TX,2024-10-27,2024-12-26,227762.22,1,545,high,52423.9,1.177,61702.93,9279.03,0.161,60,active,0.98,60468.87
ORG-200300,MCH-100300,PTR-004,Spa,MD,2025-06-18,2025-08-17,179457.04,1,711,medium,21181.42,1.338,28340.74,7159.32,0.095,60,active,0.724,20518.7
ORG-200301,MCH-100301,PTR-004,Fitness Studio,TX,2022-12-23,2023-05-18,156080.68,0,771,low,33021.82,1.25,41277.28,8255.46,0.054,146,completed,1.0,41277.28
ORG-200302,MCH-100302,PTR-002,E-commerce Retail,TN,2022-04-16,2022-06-15,111457.84,1,523,low,14809.81,1.107,16394.46,1584.65,0.115,60,completed,1.0,16394.46
ORG-200303,MCH-100303,PTR-005,Restaurant,OR,2023-06-23,2023-08-31,233497.79,1,628,low,75626.22,1.237,93549.63,17923.41,0.172,69,completed,1.0,93549.63
ORG-200304,MCH-100304,PTR-001,Ghost Kitchen,MI,2022-06-15,2022-08-14,25644.68,4,789,low,3777.23,1.192,4502.46,725.23,0.146,60,active,0.868,3908.14
ORG-200305,MCH-100305,PTR-004,Fitness Studio,VA,2025-06-14,2025-08-20,124685.95,1,621,medium,26855.85,1.117,29997.98,3142.13,0.107,67,delinquent,0.402,12059.19
ORG-200306,MCH-100306,PTR-001,Cafe,CO,2023-05-28,2023-10-28,153784.68,3,819,medium,42532.05,1.113,47338.17,4806.12,0.06,153,active,0.772,36545.07
ORG-200307,MCH-100307,PTR-001,Bakery,MA,2022-02-23,2022-04-25,115452.78,0,621,high,32611.29,1.088,35481.08,2869.79,0.149,61,active,0.964,34203.76
ORG-200308,MCH-100308,PTR-006,Creative Services,VA,2022-09-28,2022-11-27,120167.61,1,682,medium,15883.37,1.281,20346.6,4463.23,0.17,60,active,0.798,16236.59
ORG-200309,MCH-100309,PTR-003,Auto Repair,TN,2022-06-12,2022-11-30,119979.27,1,649,medium,34990.45,1.139,39854.12,4863.67,0.058,171,active,0.914,36426.67
ORG-200310,MCH-100310,PTR-002,CPG Brand,TX,2024-11-06,2025-01-25,78391.18,0,689,low,26168.04,1.218,31872.67,5704.63,0.152,80,active,0.949,30247.16
ORG-200311,MCH-100311,PTR-005,Bar,AZ,2023-10-07,2024-01-30,73142.22,3,594,medium,16777.04,1.344,22548.34,5771.3,0.08,115,default,0.113,2547.96
ORG-200312,MCH-100312,PTR-006,Creative Services,CO,2025-03-12,2025-06-28,27285.0,1,524,medium,8560.49,1.201,10281.15,1720.66,0.104,108,active,0.98,10075.53
ORG-200313,MCH-100313,PTR-005,Bar,NJ,2025-06-16,2025-08-15,93757.0,1,678,medium,15015.68,1.323,19865.74,4850.06,0.127,60,active,0.953,18932.05
ORG-200314,MCH-100314,PTR-001,Cafe,TN,2025-03-01,2025-06-16,99808.65,1,663,medium,29024.21,1.16,33668.08,4643.87,0.094,107,completed,1.0,33668.08
ORG-200315,MCH-100315,PTR-001,Ghost Kitchen,OH,2023-02-04,2023-04-05,42122.76,0,768,medium,5270.2,1.339,7056.8,1786.6,0.12,60,active,0.98,6915.66
ORG-200316,MCH-100316,PTR-003,Retail Store,CO,2024-11-16,2025-01-15,202481.14,2,571,low,39362.6,1.155,45463.8,6101.2,0.132,60,completed,1.0,45463.8
ORG-200317,MCH-100317,PTR-006,E-commerce Retail,CA,2026-02-11,2026-04-12,67511.12,1,779,medium,17421.93,1.121,19529.98,2108.05,0.156,60,completed,1.0,19529.98
ORG-200318,MCH-100318,PTR-001,Bakery,OH,2023-04-20,2023-07-30,156437.53,1,575,medium,41535.15,1.129,46893.18,5358.03,0.089,101,active,0.934,43798.23
ORG-200319,MCH-100319,PTR-004,Fitness Studio,VA,2024-09-21,2025-04-07,194775.28,0,602,high,63804.02,1.15,73374.62,9570.6,0.057,198,completed,1.0,73374.62
ORG-200320,MCH-100320,PTR-002,CPG Brand,PA,2022-09-26,2022-11-25,13867.14,1,720,low,2000,1.292,2584.0,584.0,0.135,60,active,0.98,2532.32
ORG-200321,MCH-100321,PTR-003,Convenience Store,OR,2022-07-10,2022-09-26,187922.97,0,647,low,35816.04,1.207,43229.96,7413.92,0.088,78,active,0.842,36399.63
ORG-200322,MCH-100322,PTR-005,Restaurant,GA,2026-04-07,2026-06-06,217288.31,1,580,medium,56904.83,1.221,69480.8,12575.97,0.159,60,active,0.969,67326.9
ORG-200323,MCH-100323,PTR-006,Creative Services,OR,2024-11-30,2025-03-17,142263.35,2,735,low,23690.79,1.114,26391.54,2700.75,0.052,107,default,0.141,3721.21
ORG-200324,MCH-100324,PTR-004,Wellness Clinic,WA,2025-10-17,2026-01-02,159531.91,1,545,high,30197.91,1.198,36177.1,5979.19,0.088,77,active,0.813,29411.98
ORG-200325,MCH-100325,PTR-001,Cafe,GA,2025-02-19,2025-04-20,56222.77,0,647,low,6120.37,1.122,6867.06,746.69,0.096,60,active,0.821,5637.86
ORG-200326,MCH-100326,PTR-002,CPG Brand,MD,2026-02-18,2026-05-27,32761.95,2,688,high,7427.69,1.24,9210.34,1782.65,0.086,98,active,0.934,8602.46
ORG-200327,MCH-100327,PTR-002,Marketplace Reseller,OH,2025-08-28,2025-10-27,180146.14,3,679,high,47033.64,1.112,52301.41,5267.77,0.167,60,completed,1.0,52301.41
ORG-200328,MCH-100328,PTR-002,CPG Brand,CO,2024-01-26,2024-04-01,51319.36,2,503,high,8528.49,1.238,10558.27,2029.78,0.093,66,active,0.876,9249.04
ORG-200329,MCH-100329,PTR-006,Photography Studio,FL,2022-09-02,2023-02-10,17242.85,0,786,medium,4309.31,1.31,5645.2,1335.89,0.061,161,active,0.923,5210.52
ORG-200330,MCH-100330,PTR-002,E-commerce Retail,GA,2026-03-11,2026-05-10,162382.84,1,781,medium,33811.17,1.335,45137.91,11326.74,0.162,60,default,0.123,5551.96
ORG-200331,MCH-100331,PTR-006,Creative Services,WA,2024-06-19,2024-08-27,75509.14,1,632,medium,10899.98,1.344,14649.57,3749.59,0.084,69,active,0.871,12759.78
ORG-200332,MCH-100332,PTR-005,Food Truck,OH,2024-08-31,2024-10-30,29963.32,2,583,high,6514.65,1.22,7947.87,1433.22,0.132,60,active,0.905,7192.82
ORG-200333,MCH-100333,PTR-002,E-commerce Retail,TN,2025-05-15,2025-07-28,203831.56,1,684,high,63968.56,1.146,73307.97,9339.41,0.144,74,completed,1.0,73307.97
ORG-200334,MCH-100334,PTR-005,Restaurant,MD,2024-07-28,2024-10-23,189947.72,0,607,low,66031.08,1.287,84982.0,18950.92,0.154,87,completed,1.0,84982.0
ORG-200335,MCH-100335,PTR-004,Wellness Clinic,TN,2023-08-03,2023-11-03,178906.23,2,531,medium,43190.46,1.188,51310.27,8119.81,0.093,92,active,0.956,49052.62
ORG-200336,MCH-100336,PTR-004,Fitness Studio,OH,2024-04-08,2024-07-23,239960.08,1,552,low,42308.04,1.265,53519.67,11211.63,0.063,106,active,0.704,37677.85
ORG-200337,MCH-100337,PTR-005,Food Truck,TN,2024-05-21,2024-07-24,113242.91,1,513,high,19316.3,1.242,23990.84,4674.54,0.098,64,completed,1.0,23990.84
ORG-200338,MCH-100338,PTR-002,E-commerce Retail,NY,2023-05-15,2023-07-14,137466.42,0,546,high,26789.79,1.342,35951.9,9162.11,0.14,60,active,0.98,35232.86
ORG-200339,MCH-100339,PTR-004,Fitness Studio,WA,2023-06-19,2023-11-16,237986.85,0,709,low,80341.29,1.111,89259.17,8917.88,0.075,150,delinquent,0.539,48110.69
ORG-200340,MCH-100340,PTR-004,Spa,VA,2023-12-09,2024-03-08,176849.54,2,582,low,54831.4,1.101,60369.37,5537.97,0.113,90,active,0.962,58075.33
ORG-200341,MCH-100341,PTR-001,Cafe,WA,2023-07-26,2023-09-24,217304.18,2,815,high,51963.13,1.139,59186.01,7222.88,0.167,60,completed,1.0,59186.01
ORG-200342,MCH-100342,PTR-004,Yoga Studio,TN,2022-07-21,2022-11-14,45986.21,3,628,low,10640.91,1.205,12822.3,2181.39,0.072,116,completed,1.0,12822.3
ORG-200343,MCH-100343,PTR-002,CPG Brand,GA,2023-05-11,2023-08-11,86099.26,0,786,medium,22782.34,1.265,28819.66,6037.32,0.108,92,active,0.98,28243.27
ORG-200344,MCH-100344,PTR-003,Convenience Store,TX,2025-04-02,2025-06-10,95936.33,2,664,high,16651.79,1.119,18633.35,1981.56,0.084,69,default,0.111,2068.3
ORG-200345,MCH-100345,PTR-004,Yoga Studio,IL,2026-03-22,2026-05-21,228939.85,2,567,low,49772.46,1.204,59926.04,10153.58,0.142,60,active,0.791,47401.5
ORG-200346,MCH-100346,PTR-006,Creative Services,MI,2022-02-27,2022-04-28,180565.08,2,549,medium,21688.75,1.184,25679.48,3990.73,0.133,60,active,0.904,23214.25
ORG-200347,MCH-100347,PTR-006,E-commerce Retail,OR,2026-05-13,2026-07-21,124656.7,1,622,low,21850.71,1.141,24931.66,3080.95,0.086,69,completed,1.0,24931.66
ORG-200348,MCH-100348,PTR-006,E-commerce Retail,CO,2025-01-06,2025-03-07,168747.07,1,532,medium,36253.5,1.34,48579.69,12326.19,0.16,60,active,0.98,47608.1
ORG-200349,MCH-100349,PTR-001,Ghost Kitchen,OR,2025-07-22,2025-11-01,81268.13,0,578,high,19623.44,1.291,25333.86,5710.42,0.091,102,active,0.867,21964.46
ORG-200350,MCH-100350,PTR-006,Photography Studio,OR,2022-12-01,2023-02-17,82730.57,1,813,medium,17920.17,1.343,24066.79,6146.62,0.111,78,active,0.966,23248.52
ORG-200351,MCH-100351,PTR-002,Marketplace Reseller,WA,2023-09-14,2023-12-26,86814.87,1,652,high,24934.32,1.332,33212.51,8278.19,0.111,103,completed,1.0,33212.51
ORG-200352,MCH-100352,PTR-001,Cafe,NJ,2022-06-02,2022-11-01,199402.63,0,679,medium,72566.07,1.199,87006.72,14440.65,0.086,152,active,0.814,70823.47
ORG-200353,MCH-100353,PTR-004,Spa,WA,2022-02-17,2022-05-07,85746.65,0,616,medium,29152.1,1.149,33495.76,4343.66,0.147,79,active,0.925,30983.58
ORG-200354,MCH-100354,PTR-005,Restaurant,MD,2026-02-22,2026-06-02,231244.25,1,818,low,73145.02,1.155,84482.5,11337.48,0.109,100,active,0.816,68937.72
ORG-200355,MCH-100355,PTR-002,E-commerce Retail,PA,2023-10-08,2024-03-03,51943.99,0,693,low,17773.76,1.338,23781.29,6007.53,0.093,147,active,0.93,22116.6
ORG-200356,MCH-100356,PTR-001,Cafe,CO,2024-08-23,2024-10-22,236867.09,3,639,medium,43395.54,1.256,54504.8,11109.26,0.155,60,active,0.98,53414.7
ORG-200357,MCH-100357,PTR-002,CPG Brand,WA,2023-02-22,2023-08-26,50262.27,1,548,medium,12991.39,1.292,16784.88,3793.49,0.054,185,completed,1.0,16784.88
ORG-200358,MCH-100358,PTR-001,Bakery,PA,2025-04-24,2025-07-30,222634.14,0,572,medium,62358.53,1.272,79320.05,16961.52,0.11,97,completed,1.0,79320.05
ORG-200359,MCH-100359,PTR-004,Yoga Studio,GA,2026-03-06,2026-07-09,160148.53,3,685,high,62270.55,1.151,71673.4,9402.85,0.107,125,active,0.969,69451.52
ORG-200360,MCH-100360,PTR-006,E-commerce Retail,CA,2025-01-09,2025-03-24,56079.86,2,668,medium,15239.02,1.093,16656.25,1417.23,0.119,74,active,0.98,16323.12
ORG-200361,MCH-100361,PTR-004,Yoga Studio,IL,2026-03-27,2026-07-17,182614.53,0,524,medium,32706.86,1.24,40556.51,7849.65,0.059,112,completed,1.0,40556.51
ORG-200362,MCH-100362,PTR-006,Creative Services,AZ,2022-09-13,2023-01-03,10606.11,0,600,low,3727.74,1.143,4260.81,533.07,0.107,112,completed,1.0,4260.81
ORG-200363,MCH-100363,PTR-004,Wellness Clinic,TX,2023-05-30,2023-09-10,162410.5,3,590,medium,65737.03,1.169,76846.59,11109.56,0.137,103,delinquent,0.246,18904.26
ORG-200364,MCH-100364,PTR-006,E-commerce Retail,CO,2025-10-02,2026-01-23,164595.41,1,647,low,75239.19,1.25,94048.99,18809.8,0.151,113,active,0.776,72982.02
ORG-200365,MCH-100365,PTR-002,CPG Brand,PA,2025-12-19,2026-05-24,32514.16,2,705,medium,10055.67,1.284,12911.48,2855.81,0.076,156,completed,1.0,12911.48
ORG-200366,MCH-100366,PTR-002,CPG Brand,TX,2023-04-08,2023-08-31,67508.67,0,818,low,19938.48,1.345,26817.26,6878.78,0.082,145,completed,1.0,26817.26
ORG-200367,MCH-100367,PTR-005,Bar,FL,2024-10-15,2024-12-16,203355.36,1,730,medium,50261.36,1.094,54985.93,4724.57,0.13,62,completed,1.0,54985.93
ORG-200368,MCH-100368,PTR-006,Creative Services,MD,2025-09-17,2025-12-12,68986.92,3,509,high,18081.72,1.116,20179.2,2097.48,0.102,86,completed,1.0,20179.2
ORG-200369,MCH-100369,PTR-006,E-commerce Retail,GA,2023-11-11,2024-01-19,68209.49,1,743,medium,17108.9,1.331,22771.95,5663.05,0.145,69,active,0.98,22316.51
ORG-200370,MCH-100370,PTR-003,Convenience Store,FL,2022-01-26,2022-03-27,134775.88,0,694,low,30881.76,1.08,33352.3,2470.54,0.178,60,active,0.835,27849.17
ORG-200371,MCH-100371,PTR-006,E-commerce Retail,OR,2023-10-01,2024-07-05,44021.64,3,510,low,20812.45,1.294,26931.31,6118.86,0.066,278,active,0.738,19875.31
ORG-200372,MCH-100372,PTR-004,Spa,NC,2025-11-12,2026-02-14,180403.36,0,565,medium,51932.6,1.092,56710.4,4777.8,0.1,94,active,0.802,45481.74
ORG-200373,MCH-100373,PTR-002,CPG Brand,OH,2022-11-22,2023-02-04,153231.37,1,627,high,22563.0,1.099,24796.74,2233.74,0.065,74,active,0.871,21597.96
ORG-200374,MCH-100374,PTR-004,Wellness Clinic,FL,2024-06-16,2024-09-27,34960.4,0,624,low,13637.63,1.145,15615.09,1977.46,0.13,103,default,0.293,4575.22
ORG-200375,MCH-100375,PTR-001,Ghost Kitchen,AZ,2023-08-21,2023-11-14,215995.99,0,556,high,36252.59,1.186,42995.57,6742.98,0.07,85,completed,1.0,42995.57
ORG-200376,MCH-100376,PTR-006,E-commerce Retail,AZ,2025-03-07,2025-05-06,97630.06,0,533,medium,6391.85,1.096,7005.47,613.62,0.1,60,active,0.779,5457.26
ORG-200377,MCH-100377,PTR-004,Wellness Clinic,IL,2022-11-25,2023-01-24,117922.01,3,572,medium,27401.52,1.341,36745.44,9343.92,0.18,60,completed,1.0,36745.44
ORG-200378,MCH-100378,PTR-006,Creative Services,GA,2024-03-27,2024-06-17,235935.22,1,634,high,50542.6,1.178,59539.18,8996.58,0.092,82,active,0.885,52692.17
ORG-200379,MCH-100379,PTR-003,Auto Repair,MA,2026-03-08,2026-07-11,234783.52,1,802,low,67179.97,1.26,84646.76,17466.79,0.086,125,completed,1.0,84646.76
ORG-200380,MCH-100380,PTR-004,Wellness Clinic,AZ,2025-06-20,2025-09-16,178271.98,0,532,medium,52228.52,1.192,62256.4,10027.88,0.119,88,completed,1.0,62256.4
ORG-200381,MCH-100381,PTR-004,Spa,TN,2022-10-04,2023-08-19,224345.11,5,803,medium,106776.55,1.319,140838.27,34061.72,0.059,319,completed,1.0,140838.27
ORG-200382,MCH-100382,PTR-005,Food Truck,TN,2023-01-16,2023-03-17,160702.71,0,713,low,13719.59,1.328,18219.62,4500.03,0.17,60,active,0.98,17855.23
ORG-200383,MCH-100383,PTR-001,Bakery,WA,2025-12-10,2026-02-08,130835.42,0,812,medium,18339.57,1.343,24630.04,6290.47,0.141,60,default,0.154,3793.03
ORG-200384,MCH-100384,PTR-002,E-commerce Retail,MA,2022-01-15,2022-03-16,161741.86,1,692,medium,21923.92,1.173,25716.76,3792.84,0.081,60,completed,1.0,25716.76
ORG-200385,MCH-100385,PTR-001,Cafe,MD,2024-09-10,2024-12-29,194675.44,4,723,low,59550.0,1.166,69435.3,9885.3,0.097,110,completed,1.0,69435.3
ORG-200386,MCH-100386,PTR-003,Convenience Store,IL,2024-08-25,2024-12-19,104659.22,0,753,medium,18483.74,1.139,21052.98,2569.24,0.052,116,active,0.818,17221.34
ORG-200387,MCH-100387,PTR-006,Creative Services,IL,2023-10-03,2023-12-02,97435.34,5,520,high,17042.89,1.335,22752.26,5709.37,0.139,60,completed,1.0,22752.26
ORG-200388,MCH-100388,PTR-002,CPG Brand,MD,2024-08-05,2024-10-04,121680.12,0,664,low,20205.46,1.167,23579.77,3374.31,0.119,60,completed,1.0,23579.77
ORG-200389,MCH-100389,PTR-004,Spa,OH,2022-09-04,2022-12-31,239513.57,1,601,medium,90722.48,1.339,121477.4,30754.92,0.128,118,completed,1.0,121477.4
ORG-200390,MCH-100390,PTR-004,Spa,MN,2022-09-21,2022-12-31,115481.71,0,800,high,23095.67,1.202,27761.0,4665.33,0.071,101,completed,1.0,27761.0
ORG-200391,MCH-100391,PTR-001,Restaurant,IL,2024-01-02,2024-03-16,128195.74,4,545,low,41337.59,1.143,47248.87,5911.28,0.148,74,completed,1.0,47248.87
ORG-200392,MCH-100392,PTR-002,E-commerce Retail,VA,2022-10-09,2022-12-18,13862.5,1,723,high,2000,1.143,2286.0,286.0,0.07,70,completed,1.0,2286.0
ORG-200393,MCH-100393,PTR-006,E-commerce Retail,MD,2023-07-31,2023-09-29,221358.56,1,765,high,35761.26,1.327,47455.19,11693.93,0.147,60,active,0.831,39435.26
ORG-200394,MCH-100394,PTR-004,Fitness Studio,GA,2025-07-06,2026-04-03,56434.52,1,739,medium,24739.3,1.177,29118.16,4378.86,0.057,271,active,0.98,28535.8
ORG-200395,MCH-100395,PTR-003,Convenience Store,GA,2025-02-27,2025-04-28,202069.73,0,587,medium,32268.57,1.081,34882.32,2613.75,0.135,60,active,0.852,29719.74
ORG-200396,MCH-100396,PTR-003,Convenience Store,WA,2024-04-15,2024-06-14,148411.25,1,815,medium,22606.98,1.32,29841.21,7234.23,0.138,60,completed,1.0,29841.21
ORG-200397,MCH-100397,PTR-006,E-commerce Retail,MN,2024-05-08,2024-11-02,90679.27,1,738,medium,42236.67,1.303,55034.38,12797.71,0.102,178,active,0.98,53933.69
ORG-200398,MCH-100398,PTR-004,Fitness Studio,MN,2025-10-22,2026-02-04,80652.15,1,567,high,28783.09,1.252,36036.43,7253.34,0.127,105,completed,1.0,36036.43
ORG-200399,MCH-100399,PTR-005,Restaurant,NY,2022-03-12,2022-05-11,67384.26,3,702,low,18094.66,1.145,20718.39,2623.73,0.178,60,completed,1.0,20718.39
ORG-200400,MCH-100400,PTR-003,Convenience Store,VA,2025-05-16,2025-08-25,166195.96,0,687,high,23551.9,1.31,30852.99,7301.09,0.055,101,completed,1.0,30852.99
ORG-200401,MCH-100401,PTR-001,Restaurant,WA,2024-12-11,2025-05-10,41687.68,2,803,low,8734.56,1.269,11084.16,2349.6,0.053,150,active,0.829,9188.77
ORG-200402,MCH-100402,PTR-004,Spa,GA,2022-10-27,2022-12-26,168696.8,1,569,medium,38746.05,1.226,47502.66,8756.61,0.155,60,completed,1.0,47502.66
ORG-200403,MCH-100403,PTR-001,Cafe,MA,2024-09-08,2024-11-07,14694.99,2,798,high,4101.46,1.141,4679.77,578.31,0.168,60,completed,1.0,4679.77
ORG-200404,MCH-100404,PTR-006,E-commerce Retail,CO,2024-08-20,2024-11-02,75128.24,0,708,medium,14292.13,1.168,16693.21,2401.08,0.09,74,completed,1.0,16693.21
ORG-200405,MCH-100405,PTR-003,Salon,OH,2023-11-18,2024-04-18,219689.87,1,573,medium,85395.01,1.174,100253.74,14858.73,0.09,152,completed,1.0,100253.74
ORG-200406,MCH-100406,PTR-003,Retail Store,MA,2025-02-01,2025-04-03,204773.72,5,501,medium,59950.45,1.214,72779.85,12829.4,0.172,61,completed,1.0,72779.85
ORG-200407,MCH-100407,PTR-002,E-commerce Retail,CO,2026-03-02,2026-05-01,191950.11,5,513,low,35199.12,1.152,40549.39,5350.27,0.152,60,completed,1.0,40549.39
ORG-200408,MCH-100408,PTR-005,Bar,VA,2025-01-14,2025-04-29,93559.45,0,507,medium,24610.89,1.341,33003.2,8392.31,0.1,105,completed,1.0,33003.2
ORG-200409,MCH-100409,PTR-005,Bar,GA,2025-05-27,2025-07-26,221397.13,1,753,medium,42484.5,1.246,52935.69,10451.19,0.159,60,active,0.751,39754.7
ORG-200410,MCH-100410,PTR-006,Photography Studio,NY,2024-05-18,2024-07-17,117443.49,3,624,medium,16934.96,1.198,20288.08,3353.12,0.108,60,active,0.789,16007.3
ORG-200411,MCH-100411,PTR-001,Restaurant,OH,2024-04-18,2024-06-26,27179.8,4,645,medium,3551.62,1.315,4670.38,1118.76,0.074,69,completed,1.0,4670.38
ORG-200412,MCH-100412,PTR-002,Marketplace Reseller,NY,2023-01-02,2023-04-25,24306.47,0,762,medium,7330.39,1.229,9009.05,1678.66,0.098,113,active,0.98,8828.87
ORG-200413,MCH-100413,PTR-005,Bar,OR,2024-10-20,2025-01-30,93652.39,1,730,high,30908.1,1.19,36780.64,5872.54,0.115,102,active,0.713,26224.6
ORG-200414,MCH-100414,PTR-002,CPG Brand,TX,2025-08-31,2025-10-30,67378.57,0,705,low,9011.94,1.206,10868.4,1856.46,0.1,60,active,0.727,7901.33
ORG-200415,MCH-100415,PTR-005,Restaurant,OR,2025-04-14,2025-06-13,97846.48,1,607,high,17478.67,1.179,20607.35,3128.68,0.154,60,active,0.853,17578.07
ORG-200416,MCH-100416,PTR-002,E-commerce Retail,MN,2022-11-07,2023-01-06,100901.27,1,513,medium,7503.62,1.193,8951.82,1448.2,0.075,60,completed,1.0,8951.82
ORG-200417,MCH-100417,PTR-001,Restaurant,TN,2026-02-28,2026-07-05,204428.93,0,733,medium,92990.85,1.15,106939.48,13948.63,0.123,127,completed,1.0,106939.48
ORG-200418,MCH-100418,PTR-006,Creative Services,NJ,2022-04-27,2022-08-01,145110.63,0,578,high,61646.94,1.289,79462.91,17815.97,0.17,96,completed,1.0,79462.91
ORG-200419,MCH-100419,PTR-004,Fitness Studio,IL,2025-12-04,2026-02-02,248024.62,0,557,medium,54726.96,1.263,69120.15,14393.19,0.169,60,completed,1.0,69120.15
ORG-200420,MCH-100420,PTR-004,Fitness Studio,OH,2026-05-09,2026-07-22,151595.58,1,668,medium,20002.19,1.31,26202.87,6200.68,0.07,74,completed,1.0,26202.87
ORG-200421,MCH-100421,PTR-004,Wellness Clinic,NC,2025-04-18,2025-06-30,200210.32,3,713,medium,26243.7,1.122,29445.43,3201.73,0.06,73,active,0.752,22142.96
ORG-200422,MCH-100422,PTR-003,Retail Store,TX,2023-10-25,2024-01-22,15593.84,3,581,medium,5249.49,1.341,7039.57,1790.08,0.152,89,completed,1.0,7039.57
ORG-200423,MCH-100423,PTR-001,Cafe,AZ,2025-10-25,2026-05-23,201650.49,1,501,high,85960.33,1.134,97479.01,11518.68,0.069,210,completed,1.0,97479.01
ORG-200424,MCH-100424,PTR-006,Creative Services,MN,2026-01-26,2026-07-05,168522.03,1,686,medium,68475.37,1.33,91072.24,22596.87,0.101,160,completed,1.0,91072.24
ORG-200425,MCH-100425,PTR-005,Bar,OR,2025-01-21,2025-03-22,37547.6,2,589,low,5718.59,1.128,6450.57,731.98,0.155,60,active,0.954,6153.84
ORG-200426,MCH-100426,PTR-004,Wellness Clinic,FL,2022-05-18,2022-07-17,203360.56,2,629,medium,33286.05,1.289,42905.72,9619.67,0.147,60,paid_off_early,1.0,42905.72
ORG-200427,MCH-100427,PTR-003,Salon,NJ,2022-08-27,2022-10-26,189435.31,0,601,high,27126.56,1.241,33664.06,6537.5,0.123,60,completed,1.0,33664.06
ORG-200428,MCH-100428,PTR-001,Restaurant,PA,2024-12-23,2025-03-09,168887.33,5,723,high,58869.08,1.309,77059.63,18190.55,0.178,76,completed,1.0,77059.63
ORG-200429,MCH-100429,PTR-003,Retail Store,WA,2022-06-13,2022-08-18,147491.55,1,525,low,31684.96,1.229,38940.82,7255.86,0.12,66,active,0.892,34735.21
ORG-200430,MCH-100430,PTR-004,Fitness Studio,MI,2022-12-11,2023-06-10,203899.14,1,534,medium,58258.06,1.294,75385.93,17127.87,0.061,181,active,0.98,73878.21
ORG-200431,MCH-100431,PTR-004,Spa,GA,2023-02-27,2023-09-07,74924.88,0,501,medium,28314.89,1.084,30693.34,2378.45,0.064,192,completed,1.0,30693.34
ORG-200432,MCH-100432,PTR-005,Bar,CO,2024-06-16,2024-11-02,81373.36,0,564,medium,36793.06,1.153,42422.4,5629.34,0.112,139,active,0.706,29950.21
ORG-200433,MCH-100433,PTR-006,Creative Services,NJ,2024-02-18,2024-07-15,68782.59,3,688,high,26419.33,1.233,32575.03,6155.7,0.096,148,completed,1.0,32575.03
ORG-200434,MCH-100434,PTR-001,Cafe,MD,2026-03-09,2026-05-08,223331.98,3,530,medium,47389.24,1.148,54402.85,7013.61,0.128,60,completed,1.0,54402.85
ORG-200435,MCH-100435,PTR-005,Bar,CA,2025-03-16,2025-05-15,111359.58,0,614,high,23455.9,1.28,30023.55,6567.65,0.177,60,active,0.796,23898.75
ORG-200436,MCH-100436,PTR-003,Convenience Store,IL,2024-05-10,2024-07-09,174475.95,3,551,high,15207.34,1.224,18613.78,3406.44,0.139,60,active,0.968,18018.14
ORG-200437,MCH-100437,PTR-002,Marketplace Reseller,VA,2023-03-15,2023-07-30,167845.02,0,644,medium,55763.89,1.155,64407.29,8643.4,0.084,137,active,0.979,63054.74
ORG-200438,MCH-100438,PTR-002,E-commerce Retail,NY,2023-11-23,2024-03-14,133345.13,1,523,low,38170.14,1.124,42903.24,4733.1,0.086,112,active,0.968,41530.34
ORG-200439,MCH-100439,PTR-005,Food Truck,MI,2023-10-06,2023-12-05,77498.48,1,746,medium,13178.29,1.215,16011.62,2833.33,0.152,60,completed,1.0,16011.62
ORG-200440,MCH-100440,PTR-003,Retail Store,CO,2023-04-12,2023-07-09,183183.61,0,548,high,41015.59,1.12,45937.46,4921.87,0.085,88,delinquent,0.403,18512.8
ORG-200441,MCH-100441,PTR-001,Bakery,OH,2025-01-26,2025-03-27,210045.37,0,678,low,41552.79,1.34,55680.74,14127.95,0.134,60,active,0.874,48664.97
ORG-200442,MCH-100442,PTR-006,Creative Services,NJ,2023-09-27,2024-01-15,80015.99,0,781,medium,18774.35,1.223,22961.03,4186.68,0.078,110,paid_off_early,1.0,22961.03
ORG-200443,MCH-100443,PTR-006,E-commerce Retail,MI,2022-02-16,2022-04-26,99299.61,1,590,medium,31938.18,1.223,39060.39,7122.21,0.169,69,default,0.452,17655.3
ORG-200444,MCH-100444,PTR-004,Fitness Studio,AZ,2023-12-29,2024-02-27,17084.92,2,518,medium,3558.36,1.136,4042.3,483.94,0.149,60,active,0.884,3573.39
ORG-200445,MCH-100445,PTR-001,Ghost Kitchen,MI,2022-06-21,2022-08-20,60461.31,1,603,medium,5940.65,1.089,6469.37,528.72,0.06,60,active,0.914,5913.0
ORG-200446,MCH-100446,PTR-001,Cafe,NJ,2023-06-25,2023-08-24,35107.54,0,691,low,5453.69,1.208,6588.06,1134.37,0.141,60,completed,1.0,6588.06
ORG-200447,MCH-100447,PTR-005,Food Truck,MD,2024-04-14,2024-08-03,77414.35,1,572,high,17960.69,1.087,19523.27,1562.58,0.068,111,active,0.98,19132.8
